pname,society,price_outer,price_per_sqft,possesion,description,Area,Configuration,Price,Address,Floor Number,Facing,Property Age,furnishing,features,ratings,Overlooking,Possession in
"3 BHK Flat in Katara Hills, Bhopal",Asnani Spring Valley Dew,₹43 Lac,"₹2,047 /sqft",Ready To Move,"Check out this 3 bhk apartment for sale in asnani spring valley dew, a popular residential project that houses in-Demand flats in katara hills, bhopal. The flat is east-Facing. The flat is over 2100 sq.Ft. Carpet area and comes with 3 bedroom(s), 3 bathrooms and 1 balcony. This flat lies on the top level of a 6 storey building. This 1-5 years old property is available for immediate possession as the project is ready to move. The well built marble flooring enhances the aesthetic appeal of this flat. The society complex is in the close vicinity of close to school, close to hospital, close to market and close to railway station, making it an ideal home for a relaxed lifestyle. All the modern amenities such as fitness centre / gym, park, club house / community center, cctv surveillance, lift(s), maintenance staff and visitor parking will make life easier for you. The society provides continuous water supply from borewell/tank.","Carpet area: 2100
(195.1 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 1 Balcony","₹ 43 Lac
@ 2,047 per sq.ft. (Negotiable)","Asnani Spring Valley Dew
Katara Hills, Bhopal",6th   of 6 Floors,East,1 to 5 Year Old    View Construction Status,"['1 Water Purifier', '5 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '2 Geyser', '1 Stove', '7 Light', '1 AC', '1 TV', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '3 Bed', '3 Wardrobe', '1 Sofa', '1 Washing Machine', 'No Microwave']","['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]","Park/Garden,Club,Main Road",
"2 BHK Flat in Indus Towne, Bhopal",Chinarr Dream CT,₹16 Lac,"₹2,500 /sqft",Ready To Move,"This beautiful 2 bhk flat in indus towne, bhopal is situated in chinarr dream ct, one of the popular residential society in bhopal. Containing 2 bedroom(s), 2 bathrooms and 1 balcony, this flat is spread over a carpet area of 640 sq.Ft. The flat has a total of 7 floors and this property is situated on 5th floor. An added advantage of this 5-10 years old flat is that it is available for immediate possession as the project is already ready to move.","Carpet area: 640
(59.46 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 1 Balcony","₹ 16 Lac
@ 2,500 per sq.ft. (Negotiable)","Chinarr Dream CT
Indus Towne, Bhopal",5th   of 7 Floors,,5 to 10 Year Old,[],"['Lift(s)', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,
"2 BHK Flat in Kolar Road, Bhopal",Unitech Unihomes,₹22.99 Lac,"₹2,343 /sqft",Ready To Move,"2 bhk flat for sale prime location, unihomes bairagarh chichli, kolar road, bhopal Spacious & well-Planned 2bhk flat Located in unihomes, bairagarh chichli kolar roads most prime locality Gated community with 247 security Nearby schools, colleges, hospitals & shopping facilities Perfect for comfortable living & long-Term investment Limited option available book your visit today!","Super Built up area 981
(91.14 sq.m.)
Carpet area: 750 sq.ft. (69.68 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 3 Balconies with Others,Pooja Room","₹ 22.99 Lac+ Govt Charges & Tax
@ 2,343 per sq.ft. (Negotiable) View Price Details","Unitech Unihomes
Kolar Road, Bhopal",1st   of 6 Floors,East,5 to 10 Year Old,[],"['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Visitor Parking', 'Shopping Centre', 'Rain Water Harvesting']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]","Others,Main Road,Park/Garden",
"4 BHK Flat in Arera Colony, Bhopal",Lilasons Kanha Towers,₹2 Cr,"₹7,659 /sqft",Ready To Move,"We are the proud owners of this 4 bhk apartment available in lilasons kanha towers, arera colony, bhopal. This furnished apartment it is a and the unit is located on 5th floor and has a carpet area of 2611 sq.Ft. . It has 3 bathroom(s) and 3 balcony(s). The ownership is freehold type.","Carpet area: 2611
(242.57 sq.m.)  
sq.ft.","4 Bedrooms , 3 Bathrooms, 3 Balconies","₹ 2 Crore
@ 7,659 per sq.ft.","Lilasons Kanha Towers
Arera Colony, Bhopal",5th   of 14 Floors,,5 to 10 Year Old,"['1 Water Purifier', '6 Fan', '1 Fridge', '1 Exhaust Fan', '4 Geyser', '1 Stove', '6 Light', '1 Curtains', '1 Chimney', '4 Wardrobe', '1 Sofa', '1 Washing Machine', '1 Microwave', 'No AC', 'No Bed', 'No Dining Table', 'No Modular Kitchen', 'No TV']",[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,
"2 BHK Flat in Bawadia Kalan, Bhopal",Aakar Canal Kinship,₹52 Lac,"₹4,860 /sqft",Ready To Move,"Check out this 2 bhk apartment for sale in aakar canal kinship, a popular residential project that houses in-Demand flats in bawadia kalan, bhopal. The flat occupies a built up area of 1070 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 2 balconies. The residential building has 6 floors in total and the flat for sale is located on the top floor. This is a ready to move project and the property is 5-10 years old.","Built Up area: 1070
(99.41 sq.m.)
Carpet area: 794 sq.ft. (73.77 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 2 Balconies","₹ 52 Lac
@ 4,860 per sq.ft. View Price Details","Aakar Canal Kinship
Bawadia Kalan, Bhopal",6th   of 6 Floors,,,"['1 Wardrobe', '1 Fan', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,undefined    View Construction Status
"2 BHK Flat in Bawadia Kalan, Bhopal",Aakar Canal Kinship,₹30 Lac,"₹4,109 /sqft",Ready To Move,"Situated in bawadia kalan, bhopal, aakar canal kinship is a well planned society that offers a pleasant living experience to its residents. This 2 bhk flat in bhopal is your opportunity to be a part of this community. This residential flat is north-Facing direction. Containing 2 bedroom(s), 1 bathroom and 1 balcony, this flat is spread over a super built up area of 730 sq.Ft. The flat has a total of 6 floors and this property is situated on 4th floor. Being a ready to move project, you can expect immediate possession of this 5-10 years old property. The vitrified flooring of this flat is beautifully designed and helps to give it a pleasing look. This residential property is situated near close to market, close to school and close to hospital. The society is well equipped with many modern amenities, including club house / community center, lift(s), visitor parking and park. An uninterrupted supply of clean water provides a hassle-Free experience for the residents.","Super Built up area 730
(67.82 sq.m.)
Built Up area: 540 sq.ft. (50.17 sq.m.)
Carpet area: 500 sq.ft. (46.45 sq.m.)  
sq.ft.","2 Bedrooms , 1 Bathroom, 1 Balcony","₹ 30 Lac
@ 4,109 per sq.ft. View Price Details","Aakar Canal Kinship
Bawadia Kalan, Bhopal",4th   of 6 Floors,North,5 to 10 Year Old    View Construction Status,"['2 Wardrobe', '2 Bed', '3 Fan', '1 Sofa', '1 Exhaust Fan', '1 Geyser', '5 Light', '1 TV', '1 Modular Kitchen', 'No AC', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Stove', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Park', 'Visitor Parking', 'Club house / Community Center', 'Rain Water Harvesting']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",Main Road,
"1 BHK Flat in Mandideep, Bhopal",Udhyogpuri Apartment,₹25 Lac,"₹5,555 /sqft",Ready To Move,"We are the proud owners of this 1 bhk apartment available in udhyogpuri apartment, mandideep, bhopal. This it is a and the unit is located on 1st floor and has a super built-Up area of 450 sq.Ft. . It has 1 bathroom(s) and 1 balcony(s). The ownership is freehold type.","Super Built up area 450
(41.81 sq.m.)  
sq.ft.","1 Bedroom , 1 Bathroom, 1 Balcony","₹ 25 Lac
@ 5,555 per sq.ft.","Udhyogpuri Apartment
Mandideep, Bhopal",1st   of 4 Floors,,5 to 10 Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,
"2 BHK Flat in Salaiya, Bhopal",Bda Apartment,₹16 Lac,"₹2,666 /sqft",Ready To Move,Fully furnished ground floor flat available to sell,"Carpet area: 600
(55.74 sq.m.)  
sq.ft.","2 Bedrooms , 1 Bathroom, 1 Balcony","₹ 16 Lac
@ 2,666 per sq.ft.","Bda Apartment
Salaiya, Bhopal",Ground of 5 Floors,,1 to 5 Year Old,"['3 Wardrobe', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Maintenance Staff', 'Water Storage']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,
"2 BHK Flat in Misrod, Bhopal",Fortune Soumya Heritage,₹20 Lac,"₹2,985 /sqft",Ready To Move,"We are the proud owners of this 2 bhk apartment available in fortune soumya heritage, misrod, bhopal. This it is a and the unit is located on 3rd floor and has a super built-Up area of 670 sq.Ft. . It has 1 bathroom(s) and 1 balcony(s). The ownership is freehold type.","Super Built up area 670
(62.25 sq.m.)  
sq.ft.","2 Bedrooms , 1 Bathroom, 1 Balcony","₹ 20 Lac
@ 2,985 per sq.ft.","Fortune Soumya Heritage
Misrod, Bhopal",3rd   of 6 Floors,,5 to 10 Year Old    View Construction Status,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,
"1 BHK Flat in Sanjeev Nagar, Bhopal",EWS Sai Apartment,₹7 Lac,"₹2,000 /sqft",Ready To Move,Tncp rera approved ews 1 rk flat for sale in sanjeev nagar nevri near toh lalghati chouraha.,"Built Up area: 370
(34.37 sq.m.)
Carpet area: 350 sq.ft. (32.52 sq.m.)  
sq.ft.","1 Bedroom , 1 Bathroom, 1 Balcony","₹ 7 Lac
@ 2,000 per sq.ft. (Negotiable)","EWS Sai Apartment
Sanjeev Nagar, Bhopal",1st   of 4 Floors,,1 to 5 Year Old,"['1 Bed', '1 Wardrobe', '1 Fan', '1 Exhaust Fan', '1 Light', '1 Curtains', 'No AC', 'No Chimney', 'No Dining Table', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,
"2 BHK Flat in Kolar Road, Bhopal",Sai vishal Apartment,₹20 Lac,"₹2,150 /sqft",Ready To Move,"2bhk residential flat for sale,near lotas hospital kolar road bhopal.","Super Built up area 930
(86.4 sq.m.)
Carpet area: 750 sq.ft. (69.68 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 1 Balcony with Others","₹ 20 Lac+ Govt Charges & Tax
@ 2,150 per sq.ft. (Negotiable) View Price Details","Sai vishal Apartment
Kolar Road, Bhopal",2nd   of 4 Floors,South-East,5 to 10 Year Old,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Maintenance Staff']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",Main Road,
"3 BHK Flat in Shiv Sangam Nagar, Bhopal",Soumya Parklands,₹30 Lac,"₹2,661 /sqft",Ready To Move,"East facing, covered campus,alloted covered parking,","Built Up area: 1127
(104.7 sq.m.)
Carpet area: 783 sq.ft. (72.74 sq.m.)  
sq.ft.","3 Bedrooms , 2 Bathrooms, 2 Balconies","₹ 30 Lac+ Govt Charges & Tax
@ 2,661 per sq.ft. (Negotiable)","Soumya Parklands
Shiv Sangam Nagar, Bhopal",4th   of 6 Floors,,10+ Year Old,"['1 Bed', '1 Wardrobe', '1 Fan', '1 Sofa', '1 Exhaust Fan', '1 Stove', '1 Light', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No AC', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}, {'': ''}]",,
"2 BHK Flat in Jahangirabad, Bhopal",Al-fiza tower,₹26 Lac,"₹3,714 /sqft",Ready To Move,Mera flate jahangeerabaad main market me rajdhani petrol pump k pass h please gunine candidate hi contact karein,"Built Up area: 750
(69.68 sq.m.)
Carpet area: 700 sq.ft. (65.03 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 1 Balcony","₹ 26 Lac
@ 3,714 per sq.ft. (Negotiable)","Al-fiza tower
Jahangirabad, Bhopal",2nd   of 4 Floors,,5 to 10 Year Old,[],"['Lift(s)', 'Maintenance Staff', 'Water Storage']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,
"3 BHK Flat in Gulmohar Colony, Bhopal",Veer Apartment,₹1.5 Cr,"₹12,500 /sqft",Ready To Move,"Veer apartment is one of bhopal's most sought after destination for apartments and this 3 bhk flat in gulmohar colony is your opportunity to be a part of this community. The flat is over 1200 sq.Ft. Carpet area and comes with 3 bedroom(s), 3 bathrooms and 3 balconies. This flat is situated on the top floor of this 4 floors tall residential building. Being a ready to move project, you can expect immediate possession of this 1-5 years old property.","Carpet area: 1200
(111.48 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 3 Balconies","₹ 1.5 Crore
@ 12,500 per sq.ft.","Veer Apartment
Gulmohar Colony, Bhopal",4th   of 4 Floors,,1 to 5 Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,
"4 BHK Flat in Sanjeev Nagar, Bhopal",RIPL Maple Tree,₹80 Lac,"₹3,200 /sqft",Ready To Move,"It is a penthouse, fully furnished.","Carpet area: 2500
(232.26 sq.m.)  
sq.ft.","4 Bedrooms , 3 Bathrooms, 2 Balconies","₹ 80 Lac+ Govt Charges & Tax
@ 3,200 per sq.ft.","RIPL Maple Tree
Sanjeev Nagar, Bhopal",6th   of 6 Floors,,1 to 5 Year Old,[],"['Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Fitness Centre / GYM']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,
"2 BHK Flat in Kalpana Nagar, Bhopal",On Request,₹17 Lac,"₹3,090 /sqft",Ready To Move,Flat is situated near kwality sweets piplani petrol pump on the main road of kaplana nagar. The property can be use for semi commercial purpose as is connected to main road.,"Carpet area: 550
(51.1 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 1 Balcony","₹ 17 Lac
@ 3,090 per sq.ft. (Negotiable) View Price Details","On Request
Kalpana Nagar, Bhopal",Ground of 4 Floors,East,10+ Year Old,[],['Water Storage'],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",Main Road,
"2 BHK Flat in Shirdipuram, Bhopal",Agrawal Sagar Premium Towers,₹35 Lac,"₹2,800 /sqft",Ready To Move,"Agrawal sagar premium towers is one of bhopal's most sought after destination for apartments and this 2 bhk flat in shirdipuram is your opportunity to be a part of this community. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 1 balcony. All in all, the flat is spread over a super built up area of 1250 sq.Ft. The flat has a total of 7 floors and this property is situated on 2nd floor. This 1-5 years old property is available for immediate possession as the project is ready to move. Agrawal sagar premium towers is designed very well to provide modern facilities such as swimming pool, fitness centre / gym, club house / community center, park and lift(s).","Super Built up area 1250
(116.13 sq.m.)
Carpet area: 968 sq.ft. (89.93 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 1 Balcony","₹ 35 Lac
@ 2,800 per sq.ft. View Price Details","Agrawal Sagar Premium Towers
Shirdipuram, Bhopal",2nd   of 7 Floors,,1 to 5 Year Old,"['2 Wardrobe', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Water Storage', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",[],Park/Garden,
"2 BHK Flat in Mandideep, Bhopal",Sheetal Dham Society,₹25 Lac,"₹3,333 /sqft",Ready To Move,"House is very looking good , actually job tranferd to andhra pradesh so i want to sale my house .","Carpet area: 750
(69.68 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 1 Balcony","₹ 25 Lac
@ 3,333 per sq.ft. (Negotiable)","Sheetal Dham Society
Mandideep, Bhopal",1st   of 5 Floors,,1 to 5 Year Old,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]","Pool,Park/Garden,Club,Main Road,Others",
"1 BHK Flat in Ayodhya Bypass , Bhopal",Regal Treasure,₹21.9 Lac,"₹3,369 /sqft",Ready To Move,"A generously sized and luxuriously appointed one-Bedroom apartment is currently available for immediate sale within the prestigious regal treasure colony, conveniently situated on the ayodhya bypass main road in bhopal. The property is offered at an initial asking price of 25.90 lakhs, with a negotiable price of 22.90 lakhs for transactions involving financing and 21.90 lakhs for cash purchases. Furthermore, the property is estimated to generate a monthly rental income of 12,000 to 15,000. This presents a particularly attractive investment opportunity, especially considering the anticipated appreciation in property values resulting from the forthcoming ayodhya bypass road widening project.","Super Built up area 650
(60.39 sq.m.)
Built Up area: 550 sq.ft. (51.1 sq.m.)
Carpet area: 400 sq.ft. (37.16 sq.m.)  
sq.ft.","1 Bedroom , 1 Bathroom, 2 Balconies","₹ 21.9 Lac+ Govt Charges & Tax
@ 3,369 per sq.ft.","Regal Treasure
Ayodhya Bypass , Bhopal",3rd   of 5 Floors,South-West,5 to 10 Year Old,"['2 Wardrobe', '1 Exhaust Fan', '5 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Lift(s)', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",Main Road,
"3 BHK Flat in Ayodhya Bypass , Bhopal",Prestine The Homes,₹30.9 Lac,"₹3,433 /sqft",Ready To Move,"For sale very urgently: 1372 sq. Ft., 3bhk spacious, luxurious, well-Maintained, unused flat near narela square, walking distance from the main road, ayodhya bypass, bhopal.","Super Built up area 1372
(127.46 sq.m.)
Carpet area: 900 sq.ft. (83.61 sq.m.)  
sq.ft.","3 Bedrooms , 2 Bathrooms, 1 Balcony","₹ 30.9 Lac+ Govt Charges & Tax
@ 3,433 per sq.ft. View Price Details","Prestine The Homes
Ayodhya Bypass , Bhopal",4th   of 4 Floors,East,5 to 10 Year Old,[],"['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Lift(s)', 'Maintenance Staff', 'Park', 'Security Personnel', 'Rain Water Harvesting']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",Others,
"1 BHK Flat in Ayodhya Bypass , Bhopal",Raj Minal Residency,₹12.9 Lac,"₹4,300 /sqft",Ready To Move,"For sale urgently: 400 sq. Ft. 1-Bhk, new, unused residential and commercial flat in a prime location at new minal residency, ayodhya bypass, bhopal.","Super Built up area 500
(46.45 sq.m.)
Built Up area: 400 sq.ft. (37.16 sq.m.)
Carpet area: 300 sq.ft. (27.87 sq.m.)  
sq.ft.","1 Bedroom , 1 Bathroom, No Balcony","₹ 12.9 Lac+ Govt Charges & Tax
@ 4,300 per sq.ft.","Raj Minal Residency
Ayodhya Bypass , Bhopal",Ground of 2 Floors,West,0 to 1 Year Old,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Water Storage', 'Park', 'Visitor Parking']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}, {'': ''}]",Others,
"2 BHK Flat in TT Nagar, Bhopal",Sharda Apartment,₹65 Lac,"₹9,285 /sqft",Ready To Move,"6 malviya nagar , near rajbhawan , well suited for commercial purpose","Built Up area: 700
(65.03 sq.m.)
Carpet area: 670 sq.ft. (62.25 sq.m.)  
sq.ft.","2 Bedrooms , 1 Bathroom, 1 Balcony","₹ 65 Lac
@ 9,285 per sq.ft. (Negotiable)","Sharda Apartment
TT Nagar, Bhopal",Ground of 3 Floors,,10+ Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,
"3 BHK Flat in Shahjahanabad, Bhopal",Imperial Heights,₹35 Lac,"₹3,888 /sqft",Ready To Move,"Situated in shahjahanabad, bhopal, imperial heights is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in bhopal is your opportunity to be a part of this community. This property faces the east direction. Containing 3 bedroom(s), 2 bathrooms and 1 balcony, this flat is spread over a carpet area of 900 sq.Ft. This flat lies on the 3rd level of a 4 storey building. As the project is already ready to move, so you can easily move into this 1-5 years old property. The beautifully designed vitrified flooring enhances the beauty of the flat. Another plus point for this is that it is situated near close to school, close to hospital, close to market and close to highway. The flat will offer a modern lifestyle as it is presented with many of the amenities such as maintenance staff and lift(s). The project provides access to clean water through municipal corporation and borewell/tank supply.","Carpet area: 900
(83.61 sq.m.)  
sq.ft.","3 Bedrooms , 2 Bathrooms, 1 Balcony","₹ 35 Lac+ Govt Charges & Tax
@ 3,888 per sq.ft. (Negotiable)","Imperial Heights
Shahjahanabad, Bhopal",3rd   of 4 Floors,East,1 to 5 Year Old,"['1 Wardrobe', '2 Fan', '2 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Private Garden / Terrace', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Piped-gas']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",Main Road,
"2 BHK Flat in Shahjahanabad, Bhopal",Imperial Heights,₹25 Lac,"₹3,328 /sqft",Ready To Move,"This 2 bhk apartment is available for sale in imperial heights, one of the most prominent projects for flats in shahjahanabad, bhopal. This residential flat is north-Facing direction. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 1 balcony. All in all, the flat is spread over a carpet area of 751 sq.Ft. This flat is situated on the 3rd floor of this 4 floors tall residential building. This 1-5 years old property is available for immediate possession as the project is ready to move. The beautifully designed vitrified flooring enhances the beauty of the flat. This residential property is situated near close to school, close to hospital, close to market and close to highway. All the modern amenities such as maintenance staff and lift(s) will make life easier for you. The society provides continuous water supply from borewell/tank and municipal corporation.","Carpet area: 751
(69.77 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 1 Balcony","₹ 25 Lac+ Govt Charges & Tax
@ 3,328 per sq.ft. (Negotiable) View Price Details","Imperial Heights
Shahjahanabad, Bhopal",3rd   of 4 Floors,North,1 to 5 Year Old,"['2 Fan', '2 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Private Garden / Terrace', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Waste Disposal']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,
"2 BHK Flat in Ayodhya Bypass , Bhopal",Jeet Homes,₹20 Lac,"₹3,120 /sqft",Ready To Move,Talk over phone for more information.,"Built Up area: 712
(66.15 sq.m.)
Carpet area: 641 sq.ft. (59.55 sq.m.)  
sq.ft.","2 Bedrooms , 1 Bathroom, 1 Balcony
View Floor Plan","₹ 20 Lac
@ 3,120 per sq.ft. (Negotiable)","Jeet Homes
Ayodhya Bypass , Bhopal",5th   of 8 Floors,South,1 to 5 Year Old,[],"['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",Others,
"2 BHK Flat in Hoshangabad Road, Bhopal",Nirupam Royal Palms,₹25 Lac,"₹2,173 /sqft",Ready To Move,Wood work in both rooms and covered kitchen,"Super Built up area 1150
(106.84 sq.m.)
Carpet area: 870 sq.ft. (80.83 sq.m.)  
sq.ft.","2 Bedrooms , 1 Bathroom, 1 Balcony","₹ 25 Lac
@ 2,173 per sq.ft. View Price Details","Nirupam Royal Palms
Hoshangabad Road, Bhopal",5th   of 6 Floors,,1 to 5 Year Old,[],"['Power Back-up', 'Security / Fire Alarm', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Water Storage', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}, {'': ''}]","Pool,Park/Garden,Club",
"2 BHK Flat in Sarvdharm Colony, Bhopal",Shiva Estate,₹20 Lac,"₹2,857 /sqft",Ready To Move,Covered campus . With temple and club house .,"Carpet area: 700
(65.03 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 2 Balconies","₹ 20 Lac
@ 2,857 per sq.ft. (All inclusive, Negotiable)","Shiva Estate
Sarvdharm Colony, Bhopal",1st   of 5 Floors,,5 to 10 Year Old,"['1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",[],[],,
"2 BHK Flat in Katara Hills, Bhopal",Agrawal Sagar Golden Palm,₹25 Lac,"₹3,571 /sqft",Ready To Move,"Agrawal sagar golden palm is one of bhopal's most sought after destination for apartments and this 2 bhk flat in katara hills is your opportunity to be a part of this community. Containing 2 bedroom(s), 2 bathrooms and 1 balcony, this flat is spread over a carpet area of 700 sq.Ft. The flat has a total of 6 floors and this property is situated on upper ground floor. This 5-10 years old property is available for immediate possession .","Carpet area: 700
(65.03 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 1 Balcony","₹ 25 Lac
@ 3,571 per sq.ft.","Agrawal Sagar Golden Palm
Katara Hills, Bhopal",Ground of 6 Floors,,5 to 10 Year Old,[],"['Power Back-up', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Security Personnel', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,
